student_id,age,gender,socioeconomic_status,region,total_logins,weekly_login_count,avg_session_duration,resource_click_count,forum_posts,quiz_attempts_count,video_watch_completion_rate,daily_internet_usage_mins,edu_sites_visit_count,nonedu_sites_visit_count,peak_usage_time,tab_switch_count,total_classes,classes_attended,assignment_score_avg,quiz_score_avg,midterm_exam_score,final_exam_score,attendance_percentage,overall_performance_score,performance_label
S1343,22,Female,Medium,South,39,8,47.79767707728216,34.0,3,3,0.82,250.0,27,9,Morning,8,60,50,69.9,61.3,66.0,79.8,83.33,69.98,Medium
S0334,19,Male,Low,South,22,2,,,4,3,0.9,,31,12,Morning,4,60,35,55.9,,59.4,40.1,58.33,48.69,Low
S1160,20,Male,Medium,West,33,8,48.878273420089585,17.0,1,3,0.86,262.0,13,10,Evening,6,60,54,74.4,73.3,67.7,77.7,90.0,73.16,Medium
S1761,23,Male,Medium,North,59,9,37.55868094779143,96.0,4,4,0.69,208.0,19,6,Evening,12,60,59,94.5,94.0,99.7,92.9,98.33,95.48,High
S1458,17,Female,Low,North,53,1,42.84904849899198,99.0,5,4,1.0,151.0,9,8,Morning,13,60,56,88.4,81.4,95.6,96.7,93.33,91.65,High
S0817,21,Female,Low,North,41,9,49.7830039225469,99.0,1,3,0.79,213.0,24,11,Afternoon,1,60,52,76.6,68.7,75.1,77.3,86.67,74.78,Medium
S1115,24,Female,Low,West,42,2,32.15584973044909,69.0,3,4,0.74,151.0,24,13,Night,13,60,52,73.7,61.9,71.5,70.0,86.67,69.57,Medium
S1006,17,Female,Medium,West,42,2,,,3,2,0.75,,24,7,Afternoon,1,60,48,72.8,,75.9,71.0,80.0,71.67,Medium
S1857,22,Female,Medium,West,52,8,58.708014815850106,13.0,2,3,0.31,233.0,19,9,Afternoon,5,60,57,96.6,99.3,94.4,96.5,95.0,96.45,High
S1955,17,Male,Low,West,47,1,29.762563178927095,74.0,7,1,0.44,109.0,25,10,Night,7,60,55,95.7,80.4,94.1,85.2,91.67,89.01,High
S1851,20,Female,Medium,North,48,4,37.26220242705674,22.0,4,3,0.38,228.0,17,14,Morning,4,60,55,92.9,83.0,90.8,94.2,91.67,90.68,High
S0911,19,Male,High,West,36,7,36.23247768528768,71.0,1,1,0.8,289.0,22,8,Afternoon,11,60,53,73.0,69.2,72.7,78.5,88.33,73.8,Medium
S1930,17,Male,Low,South,53,2,42.149791407752154,91.0,1,1,0.34,152.0,25,6,Night,9,60,57,96.2,97.2,95.2,94.6,95.0,95.62,High
S1126,17,Male,Medium,South,28,8,38.32776763113352,78.0,2,3,0.49,188.0,22,13,Afternoon,13,60,47,80.0,63.1,65.4,79.5,78.33,72.09,Medium
S0329,24,Female,Medium,West,13,7,40.19166210488021,60.0,1,2,0.58,188.0,11,5,Morning,6,60,41,48.4,36.0,58.6,43.9,68.33,47.63,Low
S1248,18,Male,Medium,East,35,2,56.92769001647097,64.0,4,3,0.95,167.0,13,9,Afternoon,11,60,51,79.3,61.0,67.8,68.2,85.0,68.86,Medium
S0319,23,Male,Low,West,8,8,17.95608368397225,22.0,5,4,0.62,184.0,16,10,Afternoon,2,60,36,59.1,40.6,36.7,50.6,60.0,46.13,Low
S1690,21,Male,High,North,45,6,42.56844932220797,18.0,1,2,0.77,275.0,27,8,Night,2,60,57,85.6,83.7,98.8,91.8,95.0,91.04,High
S1359,22,Female,Medium,South,29,9,62.21692612135142,67.0,2,2,0.46,79.0,23,12,Afternoon,10,60,49,72.6,63.9,72.8,76.8,81.67,72.18,Medium
S1733,20,Male,Medium,North,47,5,47.93232706583152,61.0,2,3,0.68,178.0,21,12,Morning,14,60,59,91.7,84.1,89.6,98.2,98.33,91.5,High
S0168,23,Female,Low,South,8,9,43.48700779767478,99.0,1,2,0.52,127.0,21,10,Afternoon,1,60,35,49.9,53.0,33.0,55.6,58.33,47.16,Low
S0013,19,Male,Low,South,21,7,55.651719657143865,99.0,3,3,0.68,130.0,22,8,Evening,7,60,31,47.5,45.8,43.3,59.7,51.67,49.56,Low
S1927,22,Male,Low,North,49,7,43.770234190105285,48.0,3,4,0.71,192.0,17,14,Afternoon,8,60,55,93.0,98.7,94.2,93.8,91.67,94.74,High
S0172,21,Male,High,North,8,4,43.04609648822976,35.0,1,3,0.53,208.0,26,12,Morning,4,60,38,44.8,41.6,56.2,39.2,63.33,45.9,Low
S0650,21,Female,Medium,North,23,2,50.03252064749505,38.0,2,3,0.41,126.0,13,12,Morning,11,60,38,45.2,45.7,36.6,50.2,63.33,44.22,Low
S1062,17,Female,Medium,West,36,1,43.71871585580219,62.0,3,4,0.79,151.0,20,5,Night,3,60,52,71.0,61.0,65.9,66.7,86.67,66.18,Low
S0261,17,Male,High,West,6,4,42.200066981255205,25.0,4,3,0.49,163.0,21,9,Night,4,60,34,45.4,57.6,45.7,46.3,56.67,48.2,Low
S1367,23,Female,High,East,37,3,,,2,1,0.86,,21,17,Night,3,60,48,71.5,,66.4,77.8,80.0,70.2,Medium
S1549,21,Female,Medium,West,45,2,34.18832507188135,91.0,2,4,0.9,116.0,23,9,Morning,13,60,59,91.7,84.9,91.9,91.0,98.33,90.19,High
S0902,22,Female,High,North,26,9,53.773622092064755,85.0,3,4,0.55,186.0,19,9,Night,2,60,47,67.3,63.2,66.3,74.9,78.33,68.46,Medium
S0673,22,Male,High,East,5,3,48.074035697196884,24.0,5,4,0.96,78.0,20,13,Morning,2,60,33,59.4,52.1,54.3,47.0,55.0,52.69,Low
S0259,24,Female,Medium,East,20,1,50.376299029498796,92.0,3,2,0.51,137.0,33,13,Afternoon,6,60,41,46.7,32.3,50.1,57.6,68.33,48.11,Low
S0845,23,Female,Low,South,34,9,54.969574815226196,60.0,2,2,0.43,245.0,20,7,Evening,2,60,52,73.8,61.7,73.2,72.7,86.67,70.87,Medium
S0868,19,Female,Low,South,43,7,46.9685192647482,13.0,3,3,0.53,238.0,20,8,Afternoon,5,60,54,66.1,73.7,66.8,66.5,90.0,67.95,Medium
S1800,20,Male,Medium,East,50,1,36.880828870538785,30.0,6,1,0.86,301.0,20,9,Evening,8,60,56,97.1,86.3,97.3,88.5,93.33,92.42,High
S0139,23,Female,Low,South,14,8,33.238266634452195,12.0,2,3,0.48,120.0,25,8,Morning,11,60,34,47.6,50.5,58.4,44.3,56.67,50.43,Low
S0894,19,Male,High,West,29,6,49.707532415477864,63.0,1,4,0.77,280.0,18,13,Morning,2,60,46,66.8,67.0,79.3,77.2,76.67,73.71,Medium
S1838,18,Female,High,West,57,4,42.01385236932685,95.0,2,4,0.98,194.0,18,10,Night,9,60,55,92.2,87.7,98.5,87.7,91.67,91.84,High
S0550,23,Male,Low,South,12,3,41.52697711042157,77.0,2,4,0.3,218.0,25,6,Night,12,60,43,53.6,52.8,35.7,49.0,71.67,46.69,Low
S0320,22,Female,Low,East,5,9,38.70115447636189,94.0,2,2,0.33,189.0,14,4,Afternoon,9,60,44,49.7,59.8,58.4,54.9,73.33,55.89,Medium
S1527,19,Male,Low,South,55,8,46.02577315628345,90.0,2,3,0.88,261.0,13,13,Night,13,60,57,87.1,93.8,89.1,85.7,95.0,88.62,High
S1806,17,Female,Medium,East,56,2,40.980874732258094,92.0,2,4,0.5,149.0,16,17,Afternoon,10,60,55,98.0,91.2,91.3,90.9,91.67,92.5,High
S1178,19,Female,Low,South,40,6,34.5364996431258,28.0,3,2,0.61,190.0,15,5,Night,14,60,46,65.8,64.7,74.8,67.5,76.67,68.79,Medium
S0559,24,Female,Low,East,14,2,46.64294765370569,89.0,4,1,0.63,164.0,22,4,Morning,8,60,36,49.7,44.1,39.8,51.7,60.0,46.21,Low
S0140,17,Female,Medium,North,16,2,49.875602970867185,71.0,5,2,0.42,76.0,12,9,Night,4,60,32,49.6,34.1,46.1,55.5,53.33,47.22,Low
S1735,17,Female,High,South,56,3,35.743658663230825,13.0,3,1,0.88,194.0,16,8,Morning,4,60,57,95.0,96.6,90.6,99.5,95.0,95.35,Medium
S0532,24,Female,Medium,West,17,2,26.96137207437635,65.0,4,1,0.64,97.0,28,6,Night,9,60,32,54.5,48.0,34.3,54.7,53.33,47.2,Low
S0225,18,Female,High,East,16,8,55.09471788595969,27.0,3,4,0.37,189.0,20,11,Evening,11,60,38,51.9,48.6,57.7,38.0,63.33,48.81,Low
S0724,17,Male,Low,East,23,5,44.38924328647624,84.0,1,2,0.69,220.0,22,13,Night,3,60,44,57.2,52.5,41.6,45.2,73.33,47.98,Low
S0787,23,Male,Medium,West,7,8,53.45802872562928,50.0,3,4,0.45,223.0,21,12,Morning,13,60,38,58.2,38.0,40.6,59.8,63.33,49.36,Low
S1718,17,Male,Low,West,54,2,59.64582309848631,58.0,6,3,0.99,148.0,18,8,Morning,14,60,59,88.0,94.0,86.8,89.2,98.33,89.2,High
S1008,24,Male,Medium,West,29,5,25.89021621454742,36.0,2,1,0.88,98.0,20,4,Morning,8,60,51,67.6,66.3,69.2,79.1,85.0,71.27,Medium
S0410,22,Male,High,West,24,5,39.10105243537109,75.0,0,4,0.31,157.0,23,9,Night,4,60,31,55.8,49.7,38.9,57.9,51.67,50.14,Low
S0326,22,Female,Medium,North,13,6,46.98680009547407,11.0,4,2,0.32,173.0,13,7,Morning,11,60,36,55.6,52.4,59.4,49.7,60.0,54.33,Low
S1766,18,Male,Medium,South,47,2,39.94256761848011,62.0,2,1,0.35,140.0,25,9,Afternoon,10,60,55,88.7,95.2,87.0,87.0,91.67,88.98,High
S0300,24,Male,Medium,West,16,4,39.517997018332274,26.0,3,3,0.37,328.0,13,6,Evening,6,60,40,52.9,34.4,34.9,50.8,66.67,43.17,Low
S1263,24,Female,Medium,East,34,3,27.56305492942763,76.0,1,1,0.79,204.0,22,11,Afternoon,3,60,50,70.1,69.7,68.3,65.4,83.33,68.07,Medium
S1946,17,Male,Low,South,48,5,62.8591505057405,58.0,3,1,0.8,79.0,21,16,Afternoon,4,60,56,93.9,90.8,98.0,91.9,93.33,93.91,High
S0026,22,Female,High,West,22,2,23.674043738451637,48.0,2,4,0.9,191.0,14,13,Night,7,60,39,45.8,51.5,57.3,36.3,65.0,47.54,Low
S1859,23,Male,Medium,West,52,3,35.576519153211535,52.0,1,1,0.63,227.0,18,10,Morning,11,60,56,93.0,91.1,92.2,89.3,93.33,91.27,High
S0715,24,Female,Low,North,20,9,36.20717217588012,15.0,4,1,0.32,230.0,15,12,Morning,7,60,37,48.6,39.3,37.8,42.7,61.67,41.73,Low
S1010,17,Male,Low,West,30,9,39.1129516644323,83.0,2,1,0.64,247.0,19,7,Evening,8,60,54,67.2,73.3,73.2,69.0,90.0,70.76,Medium
S0194,23,Female,Medium,West,24,6,46.75536229578598,91.0,4,4,0.83,188.0,20,11,Afternoon,6,60,35,48.3,57.4,50.7,59.7,58.33,54.26,Low
S0441,17,Male,High,South,5,8,37.647989652367535,70.0,2,3,0.31,255.0,21,15,Afternoon,7,60,40,54.1,50.1,32.1,52.3,66.67,46.16,Low
S0574,18,Female,Medium,West,21,9,42.132057642617305,36.0,4,4,0.91,276.0,20,3,Evening,11,60,37,56.2,36.1,45.0,50.4,61.67,47.08,Low
S0947,22,Male,Low,East,29,8,46.50684228851914,34.0,1,4,0.94,209.0,24,15,Morning,10,60,48,75.0,61.7,78.8,73.0,80.0,72.88,Medium
S0998,22,Male,Medium,East,34,3,42.528146346455856,44.0,5,1,0.75,160.0,20,8,Afternoon,6,60,54,65.3,64.9,76.4,70.3,90.0,70.05,Medium
S0504,24,Female,Medium,South,23,6,47.63550811954785,27.0,3,4,0.79,87.0,20,11,Morning,7,60,38,44.0,37.4,52.8,43.5,63.33,45.17,Low
S0606,19,Female,Medium,South,6,5,42.91531789459592,34.0,4,3,0.43,164.0,21,11,Afternoon,12,60,41,50.3,49.7,38.5,49.0,68.33,46.25,Low
S1717,18,Female,Medium,East,48,1,41.77923924945541,62.0,2,1,0.8,160.0,22,9,Night,1,60,58,88.2,98.2,95.4,95.0,96.67,94.4,High
S1164,19,Female,Medium,West,27,8,28.800801968115664,27.0,4,2,0.44,247.0,20,11,Evening,13,60,51,77.8,69.7,72.0,79.2,85.0,74.86,Medium
S1787,22,Male,Medium,West,49,4,42.09240326291797,62.0,3,2,0.74,182.0,16,11,Afternoon,5,60,58,95.9,95.7,86.7,92.0,96.67,91.93,Low
S0847,23,Female,Medium,West,25,8,37.97936437644688,70.0,5,1,0.74,211.0,30,7,Night,10,60,50,72.4,65.1,76.0,67.4,83.33,70.52,Medium
S0004,23,Male,Medium,North,10,3,53.39468504518405,68.0,4,2,0.56,116.0,25,14,Morning,6,60,38,43.4,37.9,47.3,40.0,63.33,42.45,Low
S1287,23,Female,Medium,South,38,9,62.41818414959714,39.0,2,4,0.63,136.0,20,7,Night,6,60,47,74.8,65.1,72.4,73.4,78.33,71.72,Medium
S1223,23,Male,Low,South,27,9,57.41134320014802,61.0,2,4,0.46,142.0,21,7,Evening,5,60,52,77.5,61.1,73.6,67.5,86.67,70.05,Medium
S0468,17,Female,Medium,West,22,3,42.82868925053798,12.0,3,1,0.95,148.0,15,8,Morning,8,60,33,58.6,38.3,50.6,45.6,55.0,48.24,High
S0322,21,Male,High,North,5,6,51.33326826071239,64.0,2,2,0.38,111.0,22,9,Afternoon,12,60,44,56.5,35.6,58.9,46.8,73.33,50.13,Low
S0006,24,Female,Medium,South,23,4,55.57368305378225,63.0,5,2,0.75,90.0,17,14,Afternoon,10,60,41,54.1,39.3,35.9,50.4,68.33,44.57,Low
S0223,22,Female,High,East,16,4,30.847328080758125,20.0,4,4,0.5,156.0,18,7,Afternoon,14,60,37,44.3,55.0,30.0,48.2,61.67,43.32,Low
S1375,19,Male,High,West,32,6,48.5976570416602,55.0,3,4,0.39,248.0,20,5,Afternoon,13,60,54,70.2,69.5,71.6,68.6,90.0,70.0,Medium
S0548,20,Male,Medium,West,5,8,33.2054033549222,93.0,8,1,0.97,211.0,22,10,Evening,13,60,31,43.0,38.6,33.0,49.3,51.67,41.01,Low
S0229,17,Male,Medium,South,6,1,44.12564671222819,53.0,5,1,0.69,247.0,36,7,Afternoon,2,60,37,49.9,34.1,34.8,37.0,61.67,38.34,Low
S0040,19,Male,Medium,East,10,2,55.6977145498385,45.0,5,4,0.9,119.0,17,16,Night,9,60,41,41.4,30.9,47.7,44.9,68.33,42.24,Low
S0543,19,Male,High,East,21,1,29.291185428740878,63.0,3,2,0.56,92.0,22,9,Night,14,60,40,57.1,58.9,45.7,42.9,66.67,49.78,Low
S0243,20,Male,Medium,North,5,9,51.71531171729053,81.0,2,1,0.84,213.0,18,9,Afternoon,12,60,35,46.4,31.2,53.0,42.4,58.33,44.14,Low
S0899,20,Male,Low,West,40,2,56.89172783105003,60.0,2,4,0.33,194.0,20,10,Morning,9,60,47,66.5,72.9,76.9,67.4,78.33,71.17,Medium
S1134,24,Male,Medium,West,36,2,41.71462777911459,78.0,5,1,0.76,174.0,13,15,Night,6,60,54,77.9,65.1,69.3,67.0,90.0,69.49,Medium
S1449,18,Male,Low,West,57,5,45.72642275007448,93.0,4,4,0.99,92.0,20,10,Afternoon,3,60,55,92.5,92.7,89.5,88.3,91.67,90.38,High
S1869,17,Male,Low,West,52,3,52.02121352738274,15.0,5,2,0.69,187.0,10,14,Morning,5,60,59,90.8,87.5,96.4,98.2,98.33,94.04,High
S0843,17,Female,Medium,South,29,7,45.31214589669565,47.0,5,1,0.73,280.0,25,10,Evening,13,60,48,74.5,62.7,75.1,69.6,80.0,70.85,Medium
S1419,20,Male,Low,East,59,3,38.10224607736744,98.0,3,3,0.87,254.0,19,15,Afternoon,8,60,58,87.0,89.3,85.2,99.8,96.67,90.76,High
S1654,20,Female,High,South,52,8,44.13521328962855,54.0,3,3,0.43,164.0,15,12,Afternoon,13,60,57,95.2,91.0,91.7,87.7,95.0,91.06,High
S1970,18,Male,Low,South,49,8,40.870512372451664,12.0,2,4,0.36,95.0,22,13,Night,1,60,59,96.2,97.5,89.4,90.1,98.33,92.59,High
S0662,19,Male,Medium,South,16,4,39.3923909302014,62.0,4,4,0.51,145.0,10,14,Night,6,60,34,47.0,38.9,55.0,45.4,56.67,47.3,Low
S1211,22,Male,Low,West,37,7,37.93156653685399,64.0,4,1,0.55,100.0,14,12,Afternoon,11,60,49,67.6,60.2,79.6,75.9,81.67,72.21,Medium
S0315,19,Male,Medium,West,16,3,45.18016872044446,57.0,2,2,0.78,193.0,14,11,Afternoon,12,60,40,45.1,37.9,44.2,40.8,66.67,42.1,Low
S0692,22,Male,Medium,East,16,5,37.23500859507,90.0,5,3,0.62,122.0,26,12,Afternoon,5,60,31,56.3,50.1,30.5,42.7,51.67,43.24,Low
S1504,18,Female,Medium,West,53,9,53.77774761528814,20.0,2,3,0.73,173.0,19,2,Evening,12,60,56,89.0,90.7,91.5,96.3,93.33,92.28,High
S0425,24,Male,Medium,West,7,4,60.58789184496894,55.0,4,2,0.49,137.0,25,12,Morning,8,60,42,49.8,33.6,59.4,37.8,70.0,45.84,Low
S0595,20,Male,Medium,East,256,2,56.59381043300522,55.0,5,2,0.41,258.0,15,10,Night,7,60,34,48.7,42.8,47.4,37.9,56.67,43.89,Low
S1964,21,Female,Low,North,50,7,46.39154572534056,70.0,2,3,0.4,142.0,25,6,Morning,8,60,55,88.8,95.8,95.0,98.7,91.67,95.03,High
S0623,23,Male,Low,West,10,5,45.44358797515607,20.0,5,4,0.65,256.0,19,8,Afternoon,3,60,40,43.9,46.4,48.2,51.4,66.67,47.94,Low
S1171,21,Female,High,North,41,7,25.00912187102192,94.0,4,4,0.83,178.0,24,12,Morning,5,60,52,68.1,63.8,79.1,75.8,86.67,72.85,Medium
S1044,21,Female,Medium,East,42,3,34.97458037995071,66.0,4,2,0.71,60.0,30,5,Afternoon,7,60,46,65.9,69.3,76.7,74.1,76.67,72.28,Medium
S0228,22,Male,High,North,16,3,44.08155235665045,55.0,4,1,0.46,205.0,17,7,Afternoon,5,60,39,51.4,39.6,49.3,56.2,65.0,49.85,Low
S1118,21,Male,Medium,West,36,6,39.19022985925354,67.0,4,4,0.67,230.0,17,7,Evening,8,60,48,76.7,70.6,74.5,75.2,80.0,74.37,Medium
S1332,23,Female,High,South,39,4,36.83098748172431,21.0,2,2,0.61,246.0,26,11,Afternoon,2,60,54,79.2,74.4,69.8,75.9,90.0,74.43,Medium
S1316,22,Male,Medium,South,41,9,27.639579404486064,66.0,2,3,0.33,172.0,24,10,Night,13,60,45,71.3,73.9,68.3,78.8,75.0,73.17,Medium
S0067,20,Male,Low,West,10,4,38.077496707341034,91.0,6,1,0.7,189.0,29,5,Night,10,60,44,43.9,30.1,53.2,52.9,73.33,46.63,Low
S0025,20,Female,Medium,South,13,1,47.810092502818065,68.0,3,4,0.87,207.0,21,7,Afternoon,1,60,33,42.9,56.7,46.9,44.4,55.0,47.31,Low
S0145,24,Male,Low,South,190,2,55.36087651046256,29.0,1,3,0.46,165.0,21,8,Morning,9,60,40,56.1,51.5,39.0,57.1,66.67,50.35,Low
S0537,24,Male,Low,North,10,3,31.26597111030251,42.0,3,4,0.78,210.0,18,8,Morning,3,60,41,41.5,51.1,39.4,57.6,68.33,47.62,Low
S0812,23,Female,Medium,West,37,4,30.571462459326646,36.0,2,2,0.45,187.0,19,17,Afternoon,9,60,52,67.2,67.9,68.3,77.1,86.67,70.64,Medium
S1467,19,Female,Medium,West,55,2,64.50606277186012,13.0,1,3,0.84,189.0,17,7,Night,10,60,57,87.8,87.7,89.1,87.6,95.0,88.11,High
S0086,19,Male,Low,West,11,9,37.40296882519713,82.0,3,3,0.32,258.0,14,6,Night,11,60,41,47.5,59.0,48.9,51.8,68.33,51.51,Low
S1661,19,Male,Medium,East,51,6,34.052556048295806,22.0,2,4,0.94,252.0,18,14,Night,8,60,58,88.7,98.0,96.8,87.4,96.67,92.6,High
S1646,24,Female,Low,South,59,3,64.07966926636809,84.0,6,2,0.37,159.0,30,8,Night,12,60,56,91.2,99.0,94.1,91.5,93.33,93.72,Medium
S1805,22,Male,Medium,West,48,6,34.74857774483381,14.0,6,1,0.68,154.0,25,11,Night,7,60,57,95.6,80.2,98.4,90.2,95.0,91.74,High
S1818,20,Female,Low,South,53,4,67.81228091401297,44.0,6,1,0.75,237.0,23,11,Morning,10,60,59,97.2,84.8,92.4,99.4,98.33,93.94,High
S1577,24,Female,Medium,North,56,8,43.86724174438585,32.0,5,1,0.97,201.0,26,9,Night,13,60,57,90.1,80.4,85.2,96.3,95.0,88.55,High
S1145,23,Male,Low,South,37,3,54.625919828458024,78.0,1,2,0.38,175.0,14,7,Evening,1,60,46,67.7,63.1,65.8,67.3,76.67,66.09,Medium
S0363,17,Female,Medium,West,15,2,37.61942916338609,67.0,2,2,0.6,229.0,18,13,Afternoon,8,60,31,50.0,31.7,43.9,47.5,51.67,43.76,Low
S1612,22,Female,High,North,56,5,37.849040281161614,13.0,5,4,0.85,138.0,22,7,Afternoon,8,60,57,98.9,90.9,90.3,91.7,95.0,92.56,High
S1866,23,Male,Medium,South,51,3,46.5775889207883,36.0,3,3,0.7,91.0,18,5,Afternoon,6,60,55,88.6,93.2,89.0,87.8,91.67,89.4,High
S1027,22,Male,Medium,South,29,5,52.188634195407,13.0,3,3,0.65,131.0,20,14,Night,9,60,54,78.5,72.2,66.4,79.8,90.0,74.0,Medium
S1031,19,Female,Medium,East,35,5,43.82810965935462,45.0,2,3,0.41,286.0,14,12,Afternoon,10,60,52,65.8,70.8,72.6,78.6,86.67,72.68,Medium
S1304,23,Male,Low,South,27,6,41.95321037406269,85.0,5,1,0.55,211.0,21,12,Night,2,60,52,67.6,67.2,76.2,66.0,86.67,69.62,Medium
S1356,22,Female,Medium,North,44,7,44.82615890457345,16.0,3,4,0.98,115.0,18,15,Afternoon,7,60,54,67.8,69.4,69.7,69.9,90.0,69.32,Medium
S1731,22,Female,Low,West,59,6,41.05115833657099,63.0,4,3,0.31,154.0,18,8,Afternoon,14,60,55,97.9,89.9,87.0,97.3,91.67,92.85,High
S0666,21,Female,Low,West,22,9,28.271060986884258,37.0,1,3,0.48,248.0,26,7,Afternoon,1,60,30,54.5,38.0,58.5,42.7,50.0,48.86,Low
S0365,23,Male,Low,North,7,4,49.60271624982304,38.0,5,2,0.81,76.0,27,6,Evening,4,60,32,59.9,32.7,57.6,41.2,53.33,48.16,Low
S0078,20,Female,Medium,West,16,7,45.176132519336576,38.0,0,4,0.87,100.0,15,8,Evening,12,60,34,40.5,35.7,35.7,38.9,56.67,37.62,Low
S0028,18,Female,Medium,South,10,2,43.418461556276796,85.0,0,4,0.51,199.0,19,11,Night,6,60,44,40.6,59.7,50.5,40.8,73.33,47.45,Low
S1437,21,Female,Medium,West,51,7,55.11682162718813,29.0,1,4,0.92,189.0,21,10,Night,9,60,58,87.3,88.1,85.0,93.8,96.67,88.72,High
S0526,23,Male,Medium,West,161,4,26.406632283399425,67.0,1,3,0.39,164.0,16,9,Evening,2,60,43,40.9,57.0,49.9,42.5,71.67,47.3,Low
S1835,22,Female,Low,South,52,6,41.87148684553324,48.0,7,3,0.92,153.0,23,12,Afternoon,3,60,59,91.5,83.9,90.8,87.0,98.33,88.42,High
S0056,20,Male,Low,South,13,7,46.6805980596682,74.0,2,4,0.5,170.0,21,7,Night,12,60,42,56.2,34.7,54.9,41.8,70.0,47.19,Low
S0639,18,Female,Low,North,8,2,39.04465064816141,13.0,4,2,0.93,132.0,26,7,Afternoon,9,60,37,40.2,37.3,35.1,52.8,61.67,41.87,Low
S0303,19,Female,High,North,11,1,28.108169620327384,67.0,3,1,0.73,160.0,19,7,Morning,4,60,43,57.4,32.8,33.2,57.4,71.67,45.22,Low
S0719,24,Female,Low,West,18,3,43.847757674478025,33.0,3,3,0.34,60.0,21,9,Night,11,60,42,44.1,49.7,36.6,58.2,70.0,47.2,Low
S0625,21,Female,High,North,8,1,,,3,1,0.54,,32,5,Night,11,60,40,58.1,,42.3,37.1,66.67,43.08,Low
S0008,21,Male,High,East,17,9,41.849132688058916,25.0,3,2,0.77,207.0,18,15,Morning,5,60,30,46.6,31.8,52.5,54.0,50.0,47.63,Low
S0804,22,Female,High,East,34,2,,,5,4,0.34,,21,8,Evening,2,60,53,70.6,,68.2,78.7,88.33,71.39,Medium
S1050,24,Male,Low,West,32,7,35.12750767967786,34.0,5,2,0.93,254.0,19,12,Night,11,60,49,69.2,62.0,79.5,65.7,81.67,69.8,Medium
S0337,21,Male,High,North,14,6,38.21356938705897,73.0,4,1,0.47,127.0,19,9,Morning,10,60,41,43.9,44.4,52.0,49.5,68.33,48.11,Low
S0048,23,Female,High,North,8,4,,,4,2,0.95,,13,6,Afternoon,5,60,39,47.1,,31.3,53.1,65.0,46.46,Low
S1764,21,Male,Medium,East,48,4,42.559186379347125,30.0,2,2,0.69,197.0,29,13,Morning,14,60,56,97.2,95.5,87.2,86.1,93.33,90.53,High
S0107,22,Female,High,South,14,7,45.07880184694728,21.0,3,1,0.91,115.0,15,9,Night,5,60,34,59.0,55.0,41.1,39.8,56.67,47.07,Low
S0350,23,Male,High,West,14,6,42.784867370478764,38.0,7,1,0.94,194.0,13,11,Afternoon,3,60,42,44.1,34.7,40.9,45.7,70.0,41.74,Low
S1080,17,Female,Medium,East,43,9,44.6503930384662,82.0,2,2,0.93,102.0,20,9,Night,6,60,51,79.9,60.5,78.3,77.9,85.0,74.94,Medium
S0239,19,Male,Low,East,24,9,54.6030479628147,28.0,2,4,0.59,237.0,13,18,Evening,10,60,30,54.3,51.0,56.4,43.0,50.0,50.88,High
S0214,23,Male,Low,West,15,6,43.6993970644638,62.0,3,3,0.76,136.0,19,13,Afternoon,4,60,33,44.3,43.1,38.9,49.4,55.0,43.97,Low
S1776,18,Male,Medium,South,56,4,64.8436388266919,71.0,4,3,0.41,164.0,20,11,Morning,6,60,55,85.4,85.0,94.7,97.7,91.67,91.8,High
S1139,17,Male,Low,East,42,9,34.35503578827047,97.0,2,4,0.59,184.0,24,7,Evening,9,60,47,67.4,70.8,65.0,79.7,78.33,71.05,Medium
S0794,20,Female,Low,North,18,5,47.85803286794733,48.0,2,2,0.82,89.0,20,8,Afternoon,5,60,38,40.7,58.7,36.5,38.4,63.33,42.35,Low
S1587,17,Female,High,North,48,6,46.89902025046831,60.0,1,2,0.85,193.0,16,10,Morning,7,60,57,97.5,90.0,98.6,95.7,95.0,95.79,High
S1583,18,Male,Low,West,58,7,68.69904932375871,53.0,3,3,0.7,184.0,15,15,Morning,11,60,56,87.2,90.1,86.6,97.3,93.33,90.63,High
S1672,20,Male,Low,East,46,7,33.77755465803846,24.0,2,3,0.98,139.0,20,5,Afternoon,10,60,58,98.6,91.4,98.9,98.3,96.67,97.16,High
S0524,23,Female,Low,West,24,5,39.619522415098615,66.0,4,4,0.55,67.0,16,8,Afternoon,7,60,42,47.2,57.5,55.4,47.7,70.0,51.87,Low
S0233,20,Male,Low,North,11,8,63.55503314794263,39.0,3,2,0.3,249.0,14,4,Morning,9,60,35,49.0,39.2,47.5,37.3,58.33,43.08,Low
S0645,24,Male,High,South,20,3,52.54733298067809,99.0,4,1,0.67,164.0,16,9,Morning,12,60,44,55.6,54.4,42.4,48.1,73.33,49.15,Low
S1508,22,Male,Low,North,52,4,44.458092119022695,11.0,5,1,0.99,77.0,28,13,Afternoon,9,60,55,98.2,95.9,88.7,94.9,91.67,93.9,High
S0534,17,Female,High,North,19,9,53.447743757817,91.0,4,4,0.66,135.0,13,15,Afternoon,5,60,36,44.7,52.5,51.5,55.1,60.0,51.42,Low
S1942,22,Male,Low,North,47,6,32.60101698458976,93.0,6,4,0.43,155.0,22,10,Afternoon,6,60,58,98.4,99.4,87.9,92.9,96.67,93.8,High
S0604,22,Female,Medium,South,7,7,40.696906800453576,33.0,3,3,0.59,172.0,25,14,Afternoon,11,60,33,42.6,55.3,32.6,57.3,55.0,46.55,Low
